NOMBRE|EDAD|VALORACION_GENERAL|POTENCIAL|EQUIPO_ACTUAL|CONTRATO|ID_JUGADOR|PIE_FAVORITO|MEJOR_POSICION|SRC_JUGADOR|EQUIPO|URL_EQUIPO|ID_EQUIPO|SRC_LOGO|SRC_FLAG|PJE_GLOBAL|PJE_ATAQUE|PJE_MEDIOCAMPO|PJE_DEFENSA|GRUPO|PUESTO|PTS|PJ|PG|PE|PP|DG|INSTANCIA_ALCANZADA|MEJOR_POSICION_DESC|PESO (KG)|ALTURA (CM)|ICM (KG/M^2)
I. Ivušić|27|73|77|SUB|2018 ~ 2025|242288|Derecho|GK|https://cdn.sofifa.net/players/242/288/23_60.png|Croacia|https://sofifa.com/team/1328/croatia/|1328|https://cdn.sofifa.net/teams/1328/120.png|https://cdn.sofifa.net/flags/hr.png|80|80|83|78|GRUPO F|3|10|7|2|4|1|1|Semifinal|Portero|71|195|18.671926364234057
L. Sučić|19|72|84|RES|2019 ~ 2025|258775|Izquierdo|CAM|https://cdn.sofifa.net/players/258/775/23_60.png|Croacia|https://sofifa.com/team/1328/croatia/|1328|https://cdn.sofifa.net/teams/1328/120.png|https://cdn.sofifa.net/flags/hr.png|80|80|83|78|GRUPO F|3|10|7|2|4|1|1|Semifinal|MEdio Centro Ofensivo|71|185|20.74506939371804
A. Budimir|30|76|76|RES|2021 ~ 2025|188335|Izquierdo|ST|https://cdn.sofifa.net/players/188/335/23_60.png|Croacia|https://sofifa.com/team/1328/croatia/|1328|https://cdn.sofifa.net/teams/1328/120.png|https://cdn.sofifa.net/flags/hr.png|80|80|83|78|GRUPO F|3|10|7|2|4|1|1|Semifinal|Delantero Centro|75|190|20.775623268698062
B. Petković|27|74|74|RES|2018 ~ 2024|215455|Derecho|CAM|https://cdn.sofifa.net/players/215/455/23_60.png|Croacia|https://sofifa.com/team/1328/croatia/|1328|https://cdn.sofifa.net/teams/1328/120.png|https://cdn.sofifa.net/flags/hr.png|80|80|83|78|GRUPO F|3|10|7|2|4|1|1|Semifinal|MEdio Centro Ofensivo|88|193|23.624795296518027
Alisson|29|89|90|GK|2018 ~ 2027|212831|Derecho|GK|https://cdn.sofifa.net/players/212/831/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Portero|91|193|24.43018604526296
Danilo|30|80|80|RB|2019 ~ 2024|199304|Derecho|RB|https://cdn.sofifa.net/players/199/304/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Lateral Derecho|78|184|23.03875236294896
Marquinhos|28|88|90|RCB|2013 ~ 2024|207865|Derecho|CB|https://cdn.sofifa.net/players/207/865/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Defensa Central|75|183|22.395413419331717
Thiago Silva|37|86|86|LCB|2020 ~ 2023|164240|Derecho|CB|https://cdn.sofifa.net/players/164/240/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Defensa Central|79|183|23.589835468362743
Alex Sandro|31|80|80|LB|2015 ~ 2023|191043|Izquierdo|LB|https://cdn.sofifa.net/players/191/043/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Lateral Izquierdo|80|180|24.691358024691358
Casemiro|30|90|90|RCM|2013 ~ 2025|200145|Derecho|CDM|https://cdn.sofifa.net/players/200/145/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Medio Centro Defensivo|84|185|24.543462381300216
Fred|29|82|82|LCM|2018 ~ 2023|209297|Izquierdo|CM|https://cdn.sofifa.net/players/209/297/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Medio Centro|62|169|21.707923392038097
Lucas Paquetá|24|85|87|CAM|2020 ~ 2025|233927|Izquierdo|CAM|https://cdn.sofifa.net/players/233/927/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|MEdio Centro Ofensivo|72|180|22.22222222222222
Raphinha|25|83|86|RW|2020 ~ 2024|233419|Izquierdo|LM|https://cdn.sofifa.net/players/233/419/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Medio Izquierdo|68|176|21.952479338842977
Neymar Jr|30|91|91|ST|2017 ~ 2025|190871|Derecho|CF|https://cdn.sofifa.net/players/190/871/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Media Punta|68|175|22.20408163265306
Vinícius Jr|21|86|92|LW|2018 ~ 2025|238794|Derecho|LW|https://cdn.sofifa.net/players/238/794/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Extremo Izquierdo|73|176|23.56663223140496
Richarlison|25|84|89|SUB|2018 ~ 2024|231943|Derecho|ST|https://cdn.sofifa.net/players/231/943/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Delantero Centro|71|184|20.97117202268431
Gabriel Jesus|25|83|86|SUB|2016 ~ 2023|230666|Derecho|ST|https://cdn.sofifa.net/players/230/666/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Delantero Centro|73|175|23.836734693877553
Fabinho|28|86|86|SUB|2018 ~ 2026|209499|Derecho|CDM|https://cdn.sofifa.net/players/209/499/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Medio Centro Defensivo|78|188|22.068809416025353
Bruno Guimarães|24|80|85|SUB|2022 ~ 2026|247851|Derecho|CM|https://cdn.sofifa.net/players/247/851/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Medio Centro|74|182|22.34029706557179
Éder Militão|24|84|89|SUB|2019 ~ 2025|240130|Derecho|CB|https://cdn.sofifa.net/players/240/130/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Defensa Central|78|186|22.54595907041276
Alex Telles|29|80|80|SUB|2020 ~ 2024|212462|Izquierdo|LB|https://cdn.sofifa.net/players/212/462/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Lateral Izquierdo|71|181|21.672110130948383
Ederson|28|88|90|SUB|2017 ~ 2026|210257|Izquierdo|GK|https://cdn.sofifa.net/players/210/257/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Portero|86|188|24.332277048438208
Antony|22|82|89|SUB|2020 ~ 2025|255475|Izquierdo|CAM|https://cdn.sofifa.net/players/255/475/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|MEdio Centro Ofensivo|63|172|21.29529475392104
Pedro|25|80|84|SUB|2020 ~ 2025|233605|Derecho|ST|https://cdn.sofifa.net/players/233/605/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Delantero Centro|78|185|22.79035792549306
Éverton Ribeiro|33|80|80|SUB|2017 ~ 2023|181019|Izquierdo|CAM|https://cdn.sofifa.net/players/181/019/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|MEdio Centro Ofensivo|69|174|22.79032897344431
Rodrygo|21|81|88|SUB|2019 ~ 2028|243812|Derecho|RM|https://cdn.sofifa.net/players/243/812/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Medio Derecho|64|174|21.13885585942661
Dani Alves|39|77|77|SUB|2022 ~ 2022|146530|Derecho|RB|https://cdn.sofifa.net/players/146/530/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Lateral Derecho|70|172|23.661438615467823
Bremer|25|82|86|RES|2018 ~ 2024|239580|Derecho|CB|https://cdn.sofifa.net/players/239/580/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Defensa Central|82|188|23.20054323223178
Gabriel Martinelli|21|79|89|RES|2019 ~ 2024|251566|Derecho|RM|https://cdn.sofifa.net/players/251/566/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Medio Derecho|75|178|23.671253629592222
Weverton|34|84|84|RES|2018 ~ 2024|186555|Derecho|GK|https://cdn.sofifa.net/players/186/555/23_60.png|Brasil|https://sofifa.com/team/1370/brazil/|1370|https://cdn.sofifa.net/teams/1370/120.png|https://cdn.sofifa.net/flags/br.png|85|85|85|83|GRUPO G|7|10|5|3|1|1|5|Cuartos de final|Portero|84|189|23.515579071134628
P. Rajković|26|79|83|GK|2019 ~ 2023|241727|Derecho|GK|https://cdn.sofifa.net/players/241/727/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Portero|85|191|23.299799895836188
N. Milenković|24|80|85|RCB|2017 ~ 2027|238095|Derecho|CB|https://cdn.sofifa.net/players/238/095/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Defensa Central|90|195|23.668639053254438
M. Veljković|26|73|75|CB|2016 ~ 2025|221354|Derecho|CB|https://cdn.sofifa.net/players/221/354/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Defensa Central|85|188|24.049343594386603
S. Pavlović|21|73|84|LCB|2020 ~ 2024|254840|Izquierdo|CB|https://cdn.sofifa.net/players/254/840/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Defensa Central|84|194|22.31905622276544
A. Živković|25|77|77|RM|2020 ~ 2024|220746|Izquierdo|RM|https://cdn.sofifa.net/players/220/746/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Medio Derecho|62|170|21.453287197231838
S. Milinković-Savić|27|86|87|RCM|2015 ~ 2024|223848|Derecho|CM|https://cdn.sofifa.net/players/223/848/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Medio Centro|76|192|20.616319444444446
N. Gudelj|30|79|79|LCM|2019 ~ 2023|193198|Derecho|CDM|https://cdn.sofifa.net/players/193/198/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Medio Centro Defensivo|73|187|20.875632703251448
F. Kostić|29|85|85|LM|2019 ~ 2023|208574|Izquierdo|LM|https://cdn.sofifa.net/players/208/574/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Medio Izquierdo|84|184|24.8109640831758
D. Tadić|33|86|86|CAM|2018 ~ 2024|199434|Izquierdo|CAM|https://cdn.sofifa.net/players/199/434/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|MEdio Centro Ofensivo|76|181|23.198315069747565
D. Vlahović|22|84|90|RS|2022 ~ 2026|246430|Izquierdo|ST|https://cdn.sofifa.net/players/246/430/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Delantero Centro|75|190|20.775623268698062
A. Mitrović|27|78|78|LS|2018 ~ 2024|215716|Derecho|ST|https://cdn.sofifa.net/players/215/716/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Delantero Centro|90|189|25.195263290501387
L. Jović|24|78|83|SUB|2019 ~ 2024|232432|Derecho|ST|https://cdn.sofifa.net/players/232/432/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Delantero Centro|85|181|25.945483959586092
D. Lazović|31|77|77|SUB|2019 ~ 2024|212127|Derecho|RM|https://cdn.sofifa.net/players/212/127/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Medio Derecho|66|181|20.1459051921492
S. Lukić|25|77|78|SUB|2016 ~ 2023|236699|Derecho|CM|https://cdn.sofifa.net/players/236/699/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Medio Centro|77|183|22.99262444384723
N. Maksimović|27|77|79|SUB|2018 ~ 2024|239433|Derecho|CDM|https://cdn.sofifa.net/players/239/433/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Medio Centro Defensivo|78|189|21.83589485176787
F. Mladenović|30|69|69|SUB|2020 ~ 2023|221969|Izquierdo|LM|https://cdn.sofifa.net/players/221/969/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Medio Izquierdo|64|181|19.53542321662953
S. Mitrović|32|72|72|SUB|2021 ~ 2024|209547|Derecho|CB|https://cdn.sofifa.net/players/209/547/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Defensa Central|84|189|23.515579071134628
V. Milinković-Savić|25|74|78|SUB|2017 ~ 2024|224836|Derecho|GK|https://cdn.sofifa.net/players/224/836/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Portero|90|202|22.05666111165572
M. Dmitrović|30|77|78|SUB|2021 ~ 2025|227290|Izquierdo|GK|https://cdn.sofifa.net/players/227/290/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Portero|94|194|24.97608672547561
U. Račić|24|75|80|SUB|2018 ~ 2024|244253|Derecho|CM|https://cdn.sofifa.net/players/244/253/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Medio Centro|81|193|21.745550216113184
F. Đuričić|30|75|75|SUB|2018 ~ 2023|193881|Derecho|CAM|https://cdn.sofifa.net/players/193/881/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|MEdio Centro Ofensivo|69|176|22.275309917355372
N. Radonjić|26|74|75|SUB|2018 ~ 2023|243656|Derecho|LM|https://cdn.sofifa.net/players/243/656/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Medio Izquierdo|76|185|22.205989773557338
M. Grujić|26|76|79|SUB|2020 ~ 2026|232099|Derecho|CM|https://cdn.sofifa.net/players/232/099/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Medio Centro|88|191|24.12214577451276
I. Ilić|21|75|85|RES|2021 ~ 2026|258683|Izquierdo|CAM|https://cdn.sofifa.net/players/258/683/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|MEdio Centro Ofensivo|75|181|22.89307408198773
S. Babić|26|73|78|RES|2022 ~ 2026|235589|Izquierdo|CB|https://cdn.sofifa.net/players/235/589/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Defensa Central|86|195|22.616699539776466
S. Eraković|21|69|77|RES|2022 ~ 2027|271737|Derecho|CB|https://cdn.sofifa.net/players/271/737/23_60.png|Serbia|https://sofifa.com/team/110082/serbia/|110082|https://cdn.sofifa.net/teams/110082/120.png|https://cdn.sofifa.net/flags/rs.png|79|80|80|75|GRUPO G|29|1|3|0|1|2|-5|Fase de grupos|Defensa Central|78|184|23.03875236294896
Y. Sommer|33|86|86|GK|2014 ~ 2023|177683|Derecho|GK|https://cdn.sofifa.net/players/177/683/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|Portero|79|183|23.589835468362743
S. Widmer|29|77|77|RB|2021 ~ 2024|216158|Derecho|RB|https://cdn.sofifa.net/players/216/158/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|Lateral Derecho|80|183|23.888440980620498
M. Akanji|26|82|84|RCB|2018 ~ 2023|229237|Derecho|CB|https://cdn.sofifa.net/players/229/237/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|Defensa Central|91|187|26.023048986244955
N. Elvedi|25|78|82|LCB|2015 ~ 2024|221491|Derecho|CB|https://cdn.sofifa.net/players/221/491/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|Defensa Central|81|189|22.67573696145125
R. Rodríguez|29|77|77|LB|2020 ~ 2024|193352|Izquierdo|LB|https://cdn.sofifa.net/players/193/352/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|Lateral Izquierdo|77|182|23.24598478444632
R. Freuler|30|80|80|RDM|2016 ~ 2025|202024|Derecho|CDM|https://cdn.sofifa.net/players/202/024/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|Medio Centro Defensivo|80|181|24.41927902078691
G. Xhaka|29|81|81|LDM|2016 ~ 2024|199503|Izquierdo|CDM|https://cdn.sofifa.net/players/199/503/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|Medio Centro Defensivo|82|185|23.959094229364496
R. Steffen|30|77|77|RM|2018 ~ 2023|210537|Izquierdo|RM|https://cdn.sofifa.net/players/210/537/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|Medio Derecho|65|170|22.49134948096886
R. Vargas|23|76|82|LM|2019 ~ 2025|238581|Derecho|RM|https://cdn.sofifa.net/players/238/581/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|Medio Derecho|68|179|21.22280827689523
X. Shaqiri|30|78|78|CAM|2022 ~ 2024|193348|Izquierdo|CAM|https://cdn.sofifa.net/players/193/348/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|MEdio Centro Ofensivo|72|169|25.209201358495854
B. Embolo|25|78|81|ST|2019 ~ 2024|222357|Derecho|ST|https://cdn.sofifa.net/players/222/357/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|Delantero Centro|88|187|25.165146272412706
H. Seferović|30|76|76|SUB|2017 ~ 2024|193408|Izquierdo|ST|https://cdn.sofifa.net/players/193/408/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|Delantero Centro|87|190|24.099722991689752
N. Okafor|22|76|83|SUB|2020 ~ 2024|242530|Derecho|ST|https://cdn.sofifa.net/players/242/530/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|Delantero Centro|85|185|24.835646457268076
D. Zakaria|25|81|86|SUB|2022 ~ 2026|229261|Derecho|CDM|https://cdn.sofifa.net/players/229/261/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|Medio Centro Defensivo|81|191|22.20333872426743
D. Sow|25|79|81|SUB|2019 ~ 2024|229752|Derecho|CDM|https://cdn.sofifa.net/players/229/752/23_60.png|Suiza|https://sofifa.com/team/1364/switzerland/|1364|https://cdn.sofifa.net/teams/1364/120.png|https://cdn.sofifa.net/flags/ch.png|79|77|78|78|GRUPO G|12|6|4|2|0|2|-4|Octavos de final|Medio Centro Defensivo|76|184|22.448015122873343
